"PEN","PCT","Count","Total","95% CI",
        1 , 33 ,    2 ,    6 ,   -  ,
        2 , 80 ,    4 ,    5 ,   -  ,
        5 , 52 ,   12 ,   23 ,033-71,
        6 , 59 ,   13 ,   22 ,039-77,
        7 , 25 ,    4 ,   16 ,   -  ,
        8 , 53 ,   10 ,   19 ,   -  ,
Total     , 49 ,   45 ,   91 ,039-60,
"Date","Br Elig","Bred","Pct","Pg Elig","Preg","Pct","Aborts","","","",
02/23/26,     99 ,   58  , 59 ,     99 ,  20 , 20 ,     4,,,,
03/16/26,    111 ,   82  , 74 ,    111 ,  35 , 32 ,     0,,,,
04/06/26,    136 ,   99  , 73 ,    136 ,  39 , 29 ,     3,,,,
04/27/26,    134 ,   67  , 50 ,    134 ,  27 , 20 ,     4,,,,
05/18/26,    153 ,  108  , 71 ,    153 ,  42 , 27 ,     1,,,,
06/08/26,    134 ,   79  , 59 ,    133 ,  30 , 23 ,     0,,,,
06/29/26,    161 ,  122  , 76 ,    160 ,  42 , 26 ,     0,,,,
07/20/26,    141 ,   73  , 52 ,      0 ,   0 ,  0 ,     0 ,,,,
08/10/26,    134 ,  110  , 82 ,      0 ,   0 ,  0 ,     0 ,,,,
   Total ,   1373 ,  882  , 64 ,   1366 , 285 , 21 ,    25,,,,
"Date","Br Elig","Bred","Pct","Pg Elig","Preg","Pct","Aborts","","","",
05/26/25,     17 ,    7  , 41 ,     15 ,   2 , 13 ,     1,,,,
06/16/25,     19 ,    7  , 37 ,     17 ,   2 , 12 ,     1,,,,
07/07/25,     20 ,   10  , 50 ,     18 ,   3 , 17 ,     1,,,,
07/28/25,     18 ,   12  , 67 ,     17 ,   6 , 35 ,     3,,,,
08/18/25,     26 ,   21  , 81 ,*    22 ,   3 , 14 ,     0,,,,
09/08/25,     31 ,   17  , 55 ,     29 ,   1 ,  3 ,     1,,,,
09/29/25,     42 ,   31  , 74 ,*    34 ,   5 , 15 ,     3,,,,
10/20/25,     55 ,   36  , 65 ,     53 ,   4 ,  8 ,     1,,,,
11/10/25,     88 ,   58  , 66 ,     86 ,  10 , 12 ,     5,,,,
12/01/25,    122 ,   77  , 63 ,    117 ,  11 ,  9 ,     9,,,,
12/22/25,    144 ,   92  , 64 ,    141 ,  11 ,  8 ,     8,,,,
01/12/26,    181 ,  108  , 60 ,    180 ,  13 ,  7 ,     5,,,,
02/02/26,    278 ,  193  , 69 ,    276 ,  79 , 29 ,     6,,,,
02/23/26,    302 ,  211  , 70 ,    299 ,  77 , 26 ,     7,,,,
03/16/26,    336 ,  244  , 73 ,    331 ,  82 , 25 ,     8,,,,
04/06/26,    379 ,  260  , 69 ,    374 ,  69 , 18 ,     5,,,,
04/27/26,    431 ,  289  , 67 ,    425 , 107 , 25 ,     9,,,,
05/18/26,    431 ,  302  , 70 ,    431 , 103 , 24 ,     7,,,,
06/08/26,    475 ,  285  , 60 ,    471 ,  99 , 21 ,     7,,,,
06/29/26,    491 ,  332  , 68 ,    486 , 104 , 21 ,     3,,,,
07/20/26,    501 ,  316  , 63 ,      0 ,   0 ,  0 ,     0 ,,,,
08/10/26,    416 ,  358  , 86 ,      0 ,   0 ,  0 ,     0 ,,,,
