"PEN","PCT","Count","Total","95% CI",
01/31/25,     79 ,   44  , 56 ,*    66 ,  11 , 17 ,     4,,,,
02/21/25,     70 ,   31  , 44 ,     66 ,   7 , 11 ,     2,,,,
03/14/25,     73 ,   35  , 48 ,*    65 ,   4 ,  6 ,     0,,,,
04/04/25,     68 ,   39  , 57 ,     65 ,  11 , 17 ,     3,,,,
04/25/25,     60 ,   39  , 65 ,     56 ,  11 , 20 ,     5,,,,
05/16/25,     57 ,   32  , 56 ,*    48 ,   0 ,  0 ,     0,,,,
06/06/25,     62 ,   32  , 52 ,     61 ,   6 , 10 ,     2,,,,
06/27/25,     76 ,   39  , 51 ,     75 ,   7 ,  9 ,     4,,,,
07/18/25,    104 ,   53  , 51 ,    103 ,  14 , 14 ,     8,,,,
08/08/25,    110 ,   61  , 55 ,    109 ,   9 ,  8 ,     8,,,,
08/29/25,    122 ,   67  , 55 ,    121 ,   9 ,  7 ,     9,,,,
09/19/25,    166 ,   77  , 46 ,    164 ,  13 ,  8 ,    12,,,,
10/10/25,    229 ,  124  , 54 ,    226 ,  11 ,  5 ,     9,,,,
   Total ,   1522 ,  801  , 53 ,   1449 , 141 , 10 ,    80,,,,
"Technician","95% CI","%Conc","#Preg","#Open","Other","Abort","Total","%Tot","SPC",
Carlos               ,038-61 ,   49 ,   33 ,   34 ,    2 ,    0 ,   69 ,  39 , 2.0,
Ivan                 ,027-49 ,   38 ,   26 ,   43 ,    1 ,    0 ,   70 ,  39 , 2.7,
Juan F               ,   -   ,    0 ,    0 ,    1 ,    0 ,    0 ,    1 ,   1 ,    ,
Rosendo              ,017-46 ,   29 ,   10 ,   24 ,    1 ,    0 ,   35 ,  20 , 3.4,
Rick                 ,   -   ,    0 ,    0 ,    3 ,    0 ,    0 ,    3 ,   2 ,    ,
TOTALS               ,033-47 ,   40 ,   69 ,  105 ,    4 ,    0 ,  178 , 100 , 2.5,
"Breeding Code","95% CI","%Conc","#Preg","#Open","Other","Abort","Total","%Tot","SPC",
Natural              ,023-50 ,   36 ,   16 ,   29 ,    2 ,    0 ,   47 ,  26 , 2.8,
Ovsynch              ,033-50 ,   41 ,   53 ,   76 ,    2 ,    0 ,  131 ,  74 , 2.4,
TOTALS               ,033-47 ,   40 ,   69 ,  105 ,    4 ,    0 ,  178 , 100 , 2.5,
"Bred Number","95% CI","%Conc","#Preg","#Open","Other","Abort","Total","%Tot","SPC",
                   1 ,027-48 ,   36 ,   28 ,   49 ,    0 ,    0 ,   77 ,  43 , 2.8,
                   2 ,017-43 ,   28 ,   13 ,   33 ,    1 ,    0 ,   47 ,  26 , 3.5,
                   3 ,027-65 ,   45 ,   10 ,   12 ,    0 ,    0 ,   22 ,  12 , 2.2,
                   4 ,   -   ,   64 ,    9 ,    5 ,    1 ,    0 ,   15 ,   8 , 1.6,
                   5 ,   -   ,   67 ,    6 ,    3 ,    1 ,    0 ,   10 ,   6 , 1.5,
                   6 ,   -   ,   50 ,    3 ,    3 ,    0 ,    0 ,    6 ,   3 , 2.0,
                   7 ,   -   ,    0 ,    0 ,    0 ,    1 ,    0 ,    1 ,   1 ,    ,
              TOTALS ,033-47 ,   40 ,   69 ,  105 ,    4 ,    0 ,  178 , 100 , 2.5,
"PEN","PCT","Count","Total","95% CI",
       13 , 62 ,   10 ,   16 ,   -  ,
       14 , 62 ,   16 ,   26 ,043-78,
       15 , 54 ,    7 ,   13 ,   -  ,
       16 , 48 ,   16 ,   33 ,033-65,
       18 , 64 ,    9 ,   14 ,   -  ,
       19 , 54 ,   21 ,   39 ,039-68,
Total     , 56 ,   79 ,  141 ,048-64,
"Date","Br Elig","Bred","Pct","Pg Elig","Preg","Pct","Aborts","","","",
03/10/25,     12 ,    9  , 75 ,     12 ,   2 , 17 ,     1,,,,
03/31/25,     11 ,    6  , 55 ,     11 ,   0 ,  0 ,     0,,,,
04/21/25,     12 ,    8  , 67 ,     12 ,   1 ,  8 ,     1,,,,
05/12/25,     15 ,   10  , 67 ,     15 ,   0 ,  0 ,     0,,,,
06/02/25,     18 ,    9  , 50 ,     18 ,   2 , 11 ,     2,,,,
06/23/25,     17 ,    9  , 53 ,     17 ,   0 ,  0 ,     0,,,,
07/14/25,     34 ,   22  , 65 ,     34 ,   3 ,  9 ,     2,,,,
08/04/25,     50 ,   30  , 60 ,     50 ,   3 ,  6 ,     2,,,,
08/25/25,     65 ,   35  , 54 ,     65 ,   2 ,  3 ,     1,,,,
09/15/25,     96 ,   68  , 71 ,     95 ,   7 ,  7 ,     6,,,,
10/06/25,    116 ,   66  , 57 ,    115 ,   2 ,  2 ,     2,,,,
10/27/25,    118 ,   63  , 53 ,    116 ,  12 , 10 ,     1,,,,
11/17/25,    105 ,   78  , 74 ,    105 ,  41 , 39 ,     2,,,,
12/08/25,     92 ,   68  , 74 ,     92 ,  30 , 33 ,     2,,,,
12/29/25,     74 ,   41  , 55 ,     74 ,  21 , 28 ,     2,,,,
01/19/26,     95 ,   78  , 82 ,     93 ,  26 , 28 ,     4,,,,
02/09/26,    117 ,   66  , 56 ,    117 ,  21 , 18 ,     2,,,,
03/02/26,    121 ,   61  , 50 ,    121 ,  23 , 19 ,     4,,,,
03/23/26,    116 ,   90  , 78 ,    116 ,  40 , 34 ,     0,,,,
04/13/26,    161 ,  111  , 69 ,    161 ,  44 , 27 ,     0,,,,
05/04/26,    161 ,  100  , 62 ,      0 ,   0 ,  0 ,     0 ,,,,
05/25/26,     99 ,   78  , 79 ,      0 ,   0 ,  0 ,     0 ,,,,
   Total ,   1445 ,  928  , 64 ,   1439 , 280 , 19 ,    34,,,,
"Date","Br Elig","Bred","Pct","Pg Elig","Preg","Pct","Aborts","","","",
03/10/25,     35 ,   21  , 60 ,*    30 ,   1 ,  3 ,     0,,,,
03/31/25,     35 ,   18  , 51 ,*    27 ,   4 , 15 ,     0,,,,
04/21/25,     24 ,   16  , 67 ,*    19 ,   4 , 21 ,     1,,,,
05/12/25,     17 ,    6  , 35 ,     16 ,   1 ,  6 ,     0,,,,
06/02/25,     20 ,    9  , 45 ,     17 ,   2 , 12 ,     1,,,,
06/23/25,     22 ,   11  , 50 ,*    19 ,   1 ,  5 ,     1,,,,
07/14/25,     22 ,   12  , 55 ,     22 ,   6 , 27 ,     4,,,,
08/04/25,     26 ,   19  , 73 ,     24 ,   5 , 21 ,     2,,,,
08/25/25,     48 ,   30  , 62 ,     45 ,   3 ,  7 ,     2,,,,
09/15/25,     67 ,   49  , 73 ,     62 ,   7 , 11 ,     6,,,,
10/06/25,    114 ,   83  , 73 ,    106 ,  10 ,  9 ,     9,,,,
10/27/25,    176 ,  119  , 68 ,    174 ,  10 ,  6 ,     2,,,,
11/17/25,    302 ,  215  , 71 ,    299 ,  84 , 28 ,     8,,,,
12/08/25,    362 ,  240  , 66 ,    358 ,  76 , 21 ,     6,,,,
12/29/25,    361 ,  247  , 68 ,    357 , 104 , 29 ,     6,,,,
01/19/26,    365 ,  261  , 72 ,    364 ,  87 , 24 ,     4,,,,
02/09/26,    424 ,  283  , 67 ,    424 , 111 , 26 ,    10,,,,
03/02/26,    419 ,  306  , 73 ,    415 , 112 , 27 ,     7,,,,
03/23/26,    442 ,  312  , 71 ,    435 ,  97 , 22 ,     4,,,,
04/13/26,    483 ,  295  , 61 ,    477 , 100 , 21 ,     2,,,,
05/04/26,    516 ,  375  , 73 ,      0 ,   0 ,  0 ,     0 ,,,,
05/25/26,    367 ,  312  , 85 ,      0 ,   0 ,  0 ,     0 ,,,,
   Total ,   3764 , 2552  , 68 ,   3690 , 825 , 22 ,    75,,,,
"Date","Br Elig","Bred","Pct","Pg Elig","Preg","Pct","Aborts","","","",
11/08/24,     22 ,   14  , 64 ,     22 ,   3 , 14 ,     2,,,,
11/29/24,     24 ,   14  , 58 ,     23 ,   6 , 26 ,     3,,,,
