"PEN","PCT","Count","Total","95% CI",
12/13/24,     69 ,   27  , 39 ,     66 ,   6 ,  9 ,     4,,,,
01/03/25,     70 ,   44  , 63 ,*    56 ,   5 ,  9 ,     3,,,,
01/24/25,     72 ,   35  , 49 ,*    60 ,   7 , 12 ,     2,,,,
02/14/25,     81 ,   40  , 49 ,     76 ,  12 , 16 ,     4,,,,
03/07/25,     74 ,   36  , 49 ,*    66 ,   6 ,  9 ,     2,,,,
03/28/25,     80 ,   42  , 52 ,     77 ,  10 , 13 ,     4,,,,
04/18/25,     80 ,   50  , 62 ,     76 ,  17 , 22 ,     7,,,,
05/09/25,     76 ,   38  , 50 ,*    68 ,   2 ,  3 ,     2,,,,
05/30/25,     98 ,   48  , 49 ,     94 ,   5 ,  5 ,     2,,,,
06/20/25,    127 ,   63  , 50 ,    127 ,  11 ,  9 ,     9,,,,
07/11/25,    166 ,   85  , 51 ,    164 ,  18 , 11 ,    10,,,,
08/01/25,    204 ,  117  , 57 ,    203 ,  17 ,  8 ,    16,,,,
08/22/25,    238 ,  130  , 55 ,    237 ,   9 ,  4 ,     9,,,,
   Total ,   1668 ,  876  , 53 ,   1582 , 151 , 10 ,    83,,,,
"Technician","95% CI","%Conc","#Preg","#Open","Other","Abort","Total","%Tot","SPC",
Alberto              ,   -   ,  100 ,    1 ,    0 ,    0 ,    0 ,    1 ,   0 , 1.0,
Luis                 ,   -   ,    0 ,    0 ,    3 ,    0 ,    0 ,    3 ,   1 ,    ,
Carlos               ,041-64 ,   52 ,   36 ,   33 ,    0 ,    0 ,   69 ,  32 , 1.9,
Ivan                 ,030-51 ,   40 ,   31 ,   47 ,    2 ,    0 ,   80 ,  37 , 2.5,
Rosendo              ,018-40 ,   27 ,   17 ,   45 ,    1 ,    0 ,   63 ,  29 , 3.6,
TOTALS               ,034-47 ,   40 ,   85 ,  128 ,    3 ,    0 ,  216 , 100 , 2.5,
"Breeding Code","95% CI","%Conc","#Preg","#Open","Other","Abort","Total","%Tot","SPC",
Natural              ,019-40 ,   28 ,   18 ,   46 ,    1 ,    0 ,   65 ,  30 , 3.6,
Ovsynch              ,037-53 ,   45 ,   66 ,   82 ,    2 ,    0 ,  150 ,  69 , 2.2,
OTHERS               ,   -   ,  100 ,    1 ,    0 ,    0 ,    0 ,    1 ,   0 , 1.0,
TOTALS               ,034-47 ,   40 ,   85 ,  128 ,    3 ,    0 ,  216 , 100 , 2.5,
"Bred Number","95% CI","%Conc","#Preg","#Open","Other","Abort","Total","%Tot","SPC",
                   1 ,034-53 ,   43 ,   42 ,   55 ,    2 ,    0 ,   99 ,  46 , 2.3,
                   2 ,013-39 ,   24 ,   10 ,   32 ,    0 ,    0 ,   42 ,  19 , 4.2,
                   3 ,034-66 ,   50 ,   17 ,   17 ,    0 ,    0 ,   34 ,  16 , 2.0,
                   4 ,019-51 ,   33 ,   10 ,   20 ,    0 ,    0 ,   30 ,  14 , 3.0,
                   5 ,   -   ,   40 ,    2 ,    3 ,    0 ,    0 ,    5 ,   2 , 2.5,
                   6 ,   -   ,   80 ,    4 ,    1 ,    1 ,    0 ,    6 ,   3 , 1.3,
              TOTALS ,034-47 ,   40 ,   85 ,  128 ,    3 ,    0 ,  216 , 100 , 2.5,
"PEN","PCT","Count","Total","95% CI",
       13 , 52 ,   11 ,   21 ,032-72,
       14 , 56 ,   10 ,   18 ,   -  ,
       15 , 68 ,   13 ,   19 ,   -  ,
       16 , 55 ,   11 ,   20 ,034-74,
       17 , 38 ,    5 ,   13 ,   -  ,
       18 , 50 ,    5 ,   10 ,   -  ,
       19 , 58 ,   15 ,   26 ,039-74,
Total     , 55 ,   70 ,  127 ,046-63,
"Date","Br Elig","Bred","Pct","Pg Elig","Preg","Pct","Aborts","","","",
01/20/25,     16 ,    9  , 56 ,     15 ,   1 ,  7 ,     1,,,,
02/10/25,     19 ,   15  , 79 ,     18 ,   6 , 33 ,     5,,,,
03/03/25,     15 ,   12  , 80 ,     15 ,   4 , 27 ,     2,,,,
03/24/25,     12 ,    7  , 58 ,     12 ,   1 ,  8 ,     1,,,,
04/14/25,     15 ,   10  , 67 ,     15 ,   1 ,  7 ,     1,,,,
05/05/25,     17 ,   12  , 71 ,     17 ,   0 ,  0 ,     0,,,,
05/26/25,     22 ,   10  , 45 ,     22 ,   1 ,  5 ,     1,,,,
06/16/25,     30 ,   13  , 43 ,     30 ,   1 ,  3 ,     1,,,,
07/07/25,     56 ,   38  , 68 ,     56 ,   4 ,  7 ,     3,,,,
07/28/25,     84 ,   42  , 50 ,     84 ,   2 ,  2 ,     1,,,,
08/18/25,    113 ,   73  , 65 ,    113 ,   3 ,  3 ,     2,,,,
09/08/25,    164 ,  109  , 66 ,    163 ,  18 , 11 ,     4,,,,
09/29/25,    214 ,  155  , 72 ,    213 ,  65 , 31 ,     3,,,,
10/20/25,    160 ,   88  , 55 ,    159 ,  33 , 21 ,     2,,,,
11/10/25,    132 ,  100  , 76 ,    131 ,  49 , 37 ,     2,,,,
12/01/25,     94 ,   67  , 71 ,     94 ,  30 , 32 ,     3,,,,
12/22/25,     91 ,   57  , 63 ,     91 ,  24 , 26 ,     2,,,,
01/12/26,     67 ,   45  , 67 ,     65 ,  20 , 31 ,     1,,,,
02/02/26,    139 ,   91  , 65 ,    138 ,  33 , 24 ,     2,,,,
02/23/26,    110 ,   64  , 58 ,    109 ,  21 , 19 ,     2,,,,
03/16/26,    126 ,   92  , 73 ,      0 ,   0 ,  0 ,     0 ,,,,
04/06/26,    123 ,  115  , 93 ,      0 ,   0 ,  0 ,     0 ,,,,
   Total ,   1570 , 1017  , 65 ,   1560 , 317 , 20 ,    39,,,,
"Date","Br Elig","Bred","Pct","Pg Elig","Preg","Pct","Aborts","","","",
01/20/25,     49 ,   29  , 59 ,*    39 ,   4 , 10 ,     1,,,,
02/10/25,     43 ,   24  , 56 ,*    34 ,   6 , 18 ,     1,,,,
03/03/25,     35 ,   22  , 63 ,*    26 ,   2 ,  8 ,     0,,,,
03/24/25,     37 ,   22  , 59 ,*    27 ,   3 , 11 ,     0,,,,
04/14/25,     25 ,   13  , 52 ,*    19 ,   5 , 26 ,     0,,,,
05/05/25,     20 ,   11  , 55 ,     18 ,   2 , 11 ,     0,,,,
05/26/25,     22 ,   11  , 50 ,     20 ,   2 , 10 ,     1,,,,
06/16/25,     27 ,   12  , 44 ,     25 ,   5 , 20 ,     4,,,,
07/07/25,     34 ,   22  , 65 ,     32 ,   5 , 16 ,     3,,,,
07/28/25,     39 ,   26  , 67 ,     38 ,   8 , 21 ,     4,,,,
08/18/25,     74 ,   58  , 78 ,     70 ,   5 ,  7 ,     2,,,,
09/08/25,    110 ,   60  , 55 ,    108 ,  14 , 13 ,     6,,,,
09/29/25,    162 ,  128  , 79 ,    154 ,  44 , 29 ,     7,,,,
10/20/25,    233 ,  161  , 69 ,    231 ,  47 , 20 ,     1,,,,
11/10/25,    341 ,  238  , 70 ,    339 ,  85 , 25 ,     8,,,,
12/01/25,    469 ,  338  , 72 ,    464 , 114 , 25 ,    10,,,,
12/22/25,    476 ,  311  , 65 ,    473 , 127 , 27 ,     8,,,,
01/12/26,    448 ,  301  , 67 ,    447 , 104 , 23 ,     6,,,,
02/02/26,    493 ,  336  , 68 ,    490 , 130 , 27 ,     8,,,,
02/23/26,    493 ,  335  , 68 ,    490 , 126 , 26 ,     0,,,,
03/16/26,    495 ,  361  , 73 ,      0 ,   0 ,  0 ,     0 ,,,,
04/06/26,    397 ,  347  , 87 ,      0 ,   0 ,  0 ,     0 ,,,,
