"PEN","PCT","Count","Total","95% CI",
        1 , 64 ,   21 ,   33 ,047-78,
        2 , 62 ,   28 ,   45 ,048-75,
        5 , 50 ,   12 ,   24 ,031-69,
        6 , 38 ,   10 ,   26 ,022-57,
        7 , 60 ,    6 ,   10 ,   -  ,
        8 , 50 ,    8 ,   16 ,   -  ,
Total     , 55 ,   85 ,  154 ,047-63,
"Date","Br Elig","Bred","Pct","Pg Elig","Preg","Pct","Aborts","","","",
02/21/25,     70 ,   31  , 44 ,     66 ,   7 , 11 ,     2,,,,
03/14/25,     73 ,   35  , 48 ,*    65 ,   4 ,  6 ,     0,,,,
04/04/25,     68 ,   39  , 57 ,     65 ,  11 , 17 ,     3,,,,
04/25/25,     60 ,   39  , 65 ,     56 ,  11 , 20 ,     5,,,,
05/16/25,     55 ,   32  , 58 ,*    46 ,   0 ,  0 ,     0,,,,
06/06/25,     55 ,   29  , 53 ,     54 ,   6 , 11 ,     2,,,,
06/27/25,     67 ,   33  , 49 ,     66 ,   6 ,  9 ,     3,,,,
07/18/25,     90 ,   45  , 50 ,     89 ,  13 , 15 ,     7,,,,
08/08/25,     93 ,   53  , 57 ,     92 ,   9 , 10 ,     8,,,,
08/29/25,    103 ,   58  , 56 ,    102 ,   9 ,  9 ,     9,,,,
09/19/25,    138 ,   65  , 47 ,    136 ,  11 ,  8 ,    10,,,,
10/10/25,    189 ,  104  , 55 ,    186 ,  11 ,  6 ,     9,,,,
10/31/25,    267 ,  133  , 50 ,    267 ,  10 ,  4 ,     7,,,,
   Total ,   1597 ,  833  , 52 ,   1526 , 138 ,  9 ,    79,,,,
"Technician","95% CI","%Conc","#Preg","#Open","Other","Abort","Total","%Tot","SPC",
Carlos               ,034-57 ,   46 ,   31 ,   37 ,    2 ,    0 ,   70 ,  33 , 2.2,
Ivan                 ,028-49 ,   38 ,   29 ,   47 ,    0 ,    0 ,   76 ,  36 , 2.6,
Rosendo              ,026-50 ,   37 ,   23 ,   39 ,    1 ,    0 ,   63 ,  30 , 2.7,
Rick                 ,   -   ,    0 ,    0 ,    2 ,    0 ,    0 ,    2 ,   1 ,    ,
OTHERS               ,   -   ,    0 ,    0 ,    1 ,    1 ,    0 ,    2 ,   1 ,    ,
TOTALS               ,033-46 ,   40 ,   83 ,  126 ,    4 ,    0 ,  213 , 100 , 2.5,
"Breeding Code","95% CI","%Conc","#Preg","#Open","Other","Abort","Total","%Tot","SPC",
Natural              ,035-59 ,   47 ,   29 ,   33 ,    2 ,    0 ,   64 ,  30 , 2.1,
Ovsynch              ,029-45 ,   37 ,   54 ,   93 ,    2 ,    0 ,  149 ,  70 , 2.7,
TOTALS               ,033-46 ,   40 ,   83 ,  126 ,    4 ,    0 ,  213 , 100 , 2.5,
"Bred Number","95% CI","%Conc","#Preg","#Open","Other","Abort","Total","%Tot","SPC",
                   1 ,032-51 ,   41 ,   41 ,   58 ,    0 ,    0 ,   99 ,  46 , 2.4,
                   2 ,026-55 ,   39 ,   15 ,   23 ,    1 ,    0 ,   39 ,  18 , 2.5,
                   3 ,022-50 ,   35 ,   14 ,   26 ,    1 ,    0 ,   41 ,  19 , 2.9,
                   4 ,   -   ,   37 ,    7 ,   12 ,    1 ,    0 ,   20 ,   9 , 2.7,
                   5 ,   -   ,   50 ,    5 ,    5 ,    0 ,    0 ,   10 ,   5 , 2.0,
                   6 ,   -   ,   33 ,    1 ,    2 ,    0 ,    0 ,    3 ,   1 , 3.0,
                   7 ,   -   ,    0 ,    0 ,    0 ,    1 ,    0 ,    1 ,   0 ,    ,
              TOTALS ,033-46 ,   40 ,   83 ,  126 ,    4 ,    0 ,  213 , 100 , 2.5,
"PEN","PCT","Count","Total","95% CI",
       13 , 56 ,   20 ,   36 ,040-70,
       14 , 26 ,    6 ,   23 ,013-46,
       15 , 44 ,    7 ,   16 ,   -  ,
       16 , 23 ,    6 ,   26 ,011-42,
       18 , 29 ,    6 ,   21 ,014-50,
       19 , 50 ,    7 ,   14 ,   -  ,
Total     , 38 ,   52 ,  136 ,030-47,
"Date","Br Elig","Bred","Pct","Pg Elig","Preg","Pct","Aborts","","","",
03/31/25,     11 ,    6  , 55 ,     11 ,   0 ,  0 ,     0,,,,
04/21/25,     12 ,    8  , 67 ,     12 ,   1 ,  8 ,     1,,,,
05/12/25,     14 ,    9  , 64 ,     14 ,   0 ,  0 ,     0,,,,
06/02/25,     15 ,    6  , 40 ,     15 ,   1 ,  7 ,     1,,,,
06/23/25,     13 ,    7  , 54 ,     13 ,   0 ,  0 ,     0,,,,
07/14/25,     24 ,   16  , 67 ,     24 ,   1 ,  4 ,     0,,,,
08/04/25,     33 ,   18  , 55 ,     33 ,   2 ,  6 ,     1,,,,
08/25/25,     45 ,   26  , 58 ,     45 ,   2 ,  4 ,     1,,,,
09/15/25,     64 ,   44  , 69 ,     63 ,   7 , 11 ,     6,,,,
10/06/25,     70 ,   36  , 51 ,     69 ,   2 ,  3 ,     2,,,,
10/27/25,     69 ,   43  , 62 ,     67 ,   1 ,  1 ,     1,,,,
11/17/25,     67 ,   40  , 60 ,     67 ,   7 , 10 ,     2,,,,
12/08/25,     87 ,   66  , 76 ,     87 ,  30 , 34 ,     2,,,,
12/29/25,     69 ,   37  , 54 ,     69 ,  18 , 26 ,     2,,,,
